id,nome,partido,uf,email
220628,Mauricio do Vôlei,PL,MG,dep.mauriciodovolei@camara.leg.br
220550,Mauricio Marcon,PODE,RS,dep.mauriciomarcon@camara.leg.br
220647,Mauricio Neves,PP,SP,dep.mauricioneves@camara.leg.br
204486,Mauro Benevides Filho,PDT,CE,dep.maurobenevidesfilho@camara.leg.br
220607,Max Lemos,PDT,RJ,dep.maxlemos@camara.leg.br
220591,Meire Serafim,UNIÃO,AC,dep.meireserafim@camara.leg.br
74428,Mendonça Filho,UNIÃO,PE,dep.mendoncafilho@camara.leg.br
188097,Merlong Solano,PT,PI,dep.merlongsolano@camara.leg.br
220530,Messias Donato,REPUBLICANOS,ES,dep.messiasdonato@camara.leg.br
171786,Miguel Ângelo,PT,MG,dep.miguelangelo@camara.leg.br
178985,Miguel Lombardi,PL,SP,dep.miguellombardi@camara.leg.br
178895,Misael Varella,PSD,MG,dep.misaelvarella@camara.leg.br
229225,Missionária Michele Collins,PP,PE,dep.missionariamichelecollins@camara.leg.br
178997,Moses Rodrigues,UNIÃO,CE,dep.mosesrodrigues@camara.leg.br
220617,Murillo Gouvea,UNIÃO,RJ,dep.murillogouvea@camara.leg.br
220584,Murilo Galdino,REPUBLICANOS,PB,dep.murilogaldino@camara.leg.br
204453,Natália Bonavides,PT,RN,dep.nataliabonavides@camara.leg.br
204449,Nelson Barbudo,PL,MT,dep.nelsonbarbudo@camara.leg.br
220622,Nely Aquino,PODE,MG,dep.nelyaquino@camara.leg.br
220703,Neto Carletto,PP,BA,dep.netocarletto@camara.leg.br
178896,Newton Cardoso Jr,MDB,MG,dep.newtoncardosojr@camara.leg.br
204479,Nicoletti,UNIÃO,RR,dep.nicoletti@camara.leg.br
209787,Nikolas Ferreira,PL,MG,dep.nikolasferreira@camara.leg.br
178986,Nilto Tatto,PT,SP,dep.niltotatto@camara.leg.br
227660,Nitinho,PSD,SE,dep.nitinho@camara.leg.br
74159,Odair Cunha,PT,MG,dep.odaircunha@camara.leg.br
204498,Olival Marques,MDB,PA,dep.olivalmarques@camara.leg.br
178987,Orlando Silva,PCdoB,SP,dep.orlandosilva@camara.leg.br
73692,Osmar Terra,MDB,RS,dep.osmarterra@camara.leg.br
204422,Ossesio Silva,REPUBLICANOS,PE,dep.ossesiosilva@camara.leg.br
204441,Otoni de Paula,MDB,RJ,dep.otonidepaula@camara.leg.br
204573,Otto Alencar Filho,PSD,BA,dep.ottoalencarfilho@camara.leg.br
220706,Padovani,UNIÃO,PR,dep.padovani@camara.leg.br
160556,Padre João,PT,MG,dep.padrejoao@camara.leg.br
180214,Pastor Diniz,UNIÃO,RR,dep.pastordiniz@camara.leg.br
160642,Pastor Eurico,PL,PE,dep.pastoreurico@camara.leg.br
204570,Pastor Gil,PL,MA,dep.pastorgil@camara.leg.br
220615,Pastor Henrique Vieira,PSOL,RJ,dep.pastorhenriquevieira@camara.leg.br
204553,Pastor Sargento Isidório,AVANTE,BA,dep.pastorsargentoisidorio@camara.leg.br
74160,Patrus Ananias,PT,MG,dep.patrusananias@camara.leg.br
74095,Pauderney Avelino,UNIÃO,AM,dep.pauderneyavelino@camara.leg.br
171617,Paulão,PT,AL,dep.paulao@camara.leg.br
141518,Paulinho da Força,SOLIDARIEDADE,SP,dep.paulinhodaforca@camara.leg.br
220627,Paulinho Freire,UNIÃO,RN,dep.paulinhofreire@camara.leg.br
141516,Paulo Abi-Ackel,PSDB,MG,dep.pauloabiackel@camara.leg.br
220650,Paulo Alexandre Barbosa,PSDB,SP,dep.pauloalexandrebarbosa@camara.leg.br
178860,Paulo Azi,UNIÃO,BA,dep.pauloazi@camara.leg.br
160517,Paulo Folletto,PSB,ES,dep.paulofolletto@camara.leg.br
160558,Paulo Freire Costa,PL,SP,dep.paulofreirecosta@camara.leg.br
204492,Paulo Guedes,PT,MG,dep.pauloguedes@camara.leg.br
220685,Paulo Litro,PSD,PR,dep.paulolitro@camara.leg.br
74574,Paulo Magalhães,PSD,BA,dep.paulomagalhaes@camara.leg.br
220630,Pedro Aihara,PRD,MG,dep.pedroaihara@camara.leg.br
220667,Pedro Campos,PSB,PE,dep.pedrocampos@camara.leg.br
229112,Pedro Jr,PL,TO,dep.pedrojr@camara.leg.br
122974,Pedro Lucas Fernandes,UNIÃO,MA,dep.pedrolucasfernandes@camara.leg.br
204395,Pedro Lupion,PP,PR,dep.pedrolupion@camara.leg.br
122158,Pedro Paulo,PSD,RJ,dep.pedropaulo@camara.leg.br
229259,Pedro Tourinho,PT,SP,dep.pedrotourinho@camara.leg.br
204406,Pedro Westphalen,PP,RS,dep.pedrowestphalen@camara.leg.br
161440,Pezenti,MDB,SC,dep.pezenti@camara.leg.br
204524,Pinheirinho,PP,MG,dep.pinheirinho@camara.leg.br
73486,Pompeo de Mattos,PDT,RS,dep.pompeodemattos@camara.leg.br
160601,Pr. Marco Feliciano,PL,SP,dep.pr.marcofeliciano@camara.leg.br
220533,Prof. Reginaldo Veras,PV,DF,dep.prof.reginaldoveras@camara.leg.br
204390,Professor Alcides,PL,GO,dep.professoralcides@camara.leg.br
220580,Professora Goreth,PDT,AP,dep.professoragoreth@camara.leg.br
221338,Professora Luciene Cavalcante,PSOL,SP,dep.professoralucienecavalcante@camara.leg.br
220586,Rafael Brito,MDB,AL,dep.rafaelbrito@camara.leg.br
220532,Rafael Prudente,MDB,DF,dep.rafaelprudente@camara.leg.br
220626,Rafael Simoes,UNIÃO,MG,dep.rafaelsimoes@camara.leg.br
204567,Raimundo Costa,PODE,BA,dep.raimundocosta@camara.leg.br
74084,Raimundo Santos,PSD,PA,dep.raimundosantos@camara.leg.br
74161,Reginaldo Lopes,PT,MG,dep.reginaldolopes@camara.leg.br
221378,Reginete Bispo,PT,RS,dep.reginetebispo@camara.leg.br
220606,Reimont,PT,RJ,dep.reimont@camara.leg.br
205865,Reinhold Stephanes,PSD,PR,dep.reinholdstephanes@camara.leg.br
153423,Renilce Nicodemos,MDB,PA,dep.renilcenicodemos@camara.leg.br
73801,Renildo Calheiros,PCdoB,PE,dep.renildocalheiros@camara.leg.br
220543,Ricardo Ayres,REPUBLICANOS,TO,dep.ricardoayres@camara.leg.br
220694,Ricardo Maia,MDB,BA,dep.ricardomaia@camara.leg.br
220633,Ricardo Salles,NOVO,SP,dep.ricardosalles@camara.leg.br
213274,Ricardo Silva,PSD,SP,dep.ricardosilva@camara.leg.br
204489,Robério Monteiro,PDT,CE,dep.roberiomonteiro@camara.leg.br
220693,Roberta Roma,PL,BA,dep.robertaroma@camara.leg.br
220588,Roberto Duarte,REPUBLICANOS,AC,dep.robertoduarte@camara.leg.br
220613,Roberto Monteiro Pai,PL,RJ,dep.robertomonteiropai@camara.leg.br
220624,Robinson Faria,PL,RN,dep.robinsonfaria@camara.leg.br
220546,Rodolfo Nogueira,PL,MS,dep.rodolfonogueira@camara.leg.br
141531,Rodrigo de Castro,UNIÃO,MG,dep.rodrigodecastro@camara.leg.br
223128,Rodrigo Estacho,PSD,PR,dep.rodrigoestacho@camara.leg.br
220641,Rodrigo Gambale,PODE,SP,dep.rodrigogambale@camara.leg.br
165470,Rodrigo Valadares,UNIÃO,SE,dep.rodrigovaladares@camara.leg.br
220695,Rogéria Santos,REPUBLICANOS,BA,dep.rogeriasantos@camara.leg.br
204480,Rogério Correia,PT,MG,dep.rogeriocorreia@camara.leg.br
160629,Romero Rodrigues,PODE,PB,dep.romerorodrigues@camara.leg.br
163321,Ronaldo Nogueira,REPUBLICANOS,RS,dep.ronaldonogueira@camara.leg.br
204525,Rosana Valle,PL,SP,dep.rosanavalle@camara.leg.br
220644,Rosangela Moro,UNIÃO,SP,dep.rosangelamoro@camara.leg.br
220620,Rosângela Reis,PL,MG,dep.rosangelareis@camara.leg.br
74371,Rubens Otoni,PT,GO,dep.rubensotoni@camara.leg.br
178887,Rubens Pereira Júnior,PT,MA,dep.rubenspereirajunior@camara.leg.br
204535,Sâmia Bomfim,PSOL,SP,dep.samiabomfim@camara.leg.br
220631,Samuel Viana,REPUBLICANOS,MG,dep.samuelviana@camara.leg.br
204416,Sanderson,PL,RS,dep.sanderson@camara.leg.br
204387,Sargento Fahur,PSD,PR,dep.sargentofahur@camara.leg.br
220621,Sargento Gonçalves,PL,RN,dep.sargentogoncalves@camara.leg.br
220618,Sargento Portugal,PODE,RJ,dep.sargentoportugal@camara.leg.br
220713,Saullo Vianna,UNIÃO,AM,dep.saullovianna@camara.leg.br
226837,Saulo Pedroso,PSD,SP,dep.saulopedroso@camara.leg.br
178933,Sergio Souza,MDB,PR,dep.sergiosouza@camara.leg.br
204557,Sidney Leite,PSD,AM,dep.sidneyleite@camara.leg.br
74356,Silas Câmara,REPUBLICANOS,AM,dep.silascamara@camara.leg.br
204360,Silvia Cristina,PP,RO,dep.silviacristina@camara.leg.br
220579,Silvia Waiãpi,PL,AP,dep.silviawaiapi@camara.leg.br
220569,Silvye Alves,UNIÃO,GO,dep.silvyealves@camara.leg.br
220651,Simone Marquetto,MDB,SP,dep.simonemarquetto@camara.leg.br
104552,Socorro Neri,PP,AC,dep.socorroneri@camara.leg.br
220575,Sonize Barbosa,PL,AP,dep.sonizebarbosa@camara.leg.br
178946,Soraya Santos,PL,RJ,dep.sorayasantos@camara.leg.br
178947,Sóstenes Cavalcante,PL,RJ,dep.sostenescavalcante@camara.leg.br
92776,Stefano Aguiar,PSD,MG,dep.stefanoaguiar@camara.leg.br
204534,Tabata Amaral,PSB,SP,dep.tabataamaral@camara.leg.br
220682,Tadeu Veneri,PT,PR,dep.tadeuveneri@camara.leg.br
204464,Talíria Petrone,PSOL,RJ,dep.taliriapetrone@camara.leg.br
220598,Tarcísio Motta,PSOL,RJ,dep.tarcisiomotta@camara.leg.br
220597,Thiago Flores,REPUBLICANOS,RO,dep.thiagoflores@camara.leg.br
220684,Tião Medeiros,PP,PR,dep.tiaomedeiros@camara.leg.br
160976,Tiririca,PL,SP,dep.tiririca@camara.leg.br
178934,Toninho Wandscheer,PP,PR,dep.toninhowandscheer@camara.leg.br
157130,Túlio Gadêlha,REDE,PE,dep.tuliogadelha@camara.leg.br
160610,Valmir Assunção,PT,BA,dep.valmirassuncao@camara.leg.br
74376,Vander Loubet,PT,MS,dep.vanderloubet@camara.leg.br
204396,Vermelho,PL,PR,dep.vermelho@camara.leg.br
74283,Vicentinho,PT,SP,dep.vicentinho@camara.leg.br
141555,Vinicius Carvalho,REPUBLICANOS,SP,dep.viniciuscarvalho@camara.leg.br
160591,Vinicius Gurgel,PL,AP,dep.viniciusgurgel@camara.leg.br
178992,Vitor Lippi,PSDB,SP,dep.vitorlippi@camara.leg.br
91228,Waldemar Oliveira,AVANTE,PE,dep.waldemaroliveira@camara.leg.br
160569,Waldenor Pereira,PT,BA,dep.waldenorpereira@camara.leg.br
220601,Washington Quaquá,PT,RJ,dep.washingtonquaqua@camara.leg.br
160518,Weliton Prado,SOLIDARIEDADE,MG,dep.welitonprado@camara.leg.br
74043,Wellington Roberto,PL,PB,dep.wellingtonroberto@camara.leg.br
224333,Welter,PT,PR,dep.welter@camara.leg.br
74044,Wilson Santiago,REPUBLICANOS,PB,dep.wilsonsantiago@camara.leg.br
220660,Yury do Paredão,MDB,CE,dep.yurydoparedao@camara.leg.br
220536,Zé Haroldo Cathedral,PSD,RR,dep.zeharoldocathedral@camara.leg.br
160632,Zé Silva,SOLIDARIEDADE,MG,dep.zesilva@camara.leg.br
220558,Zé Trovão,PL,SC,dep.zetrovao@camara.leg.br
204517,Zé Vitor,PL,MG,dep.zevitor@camara.leg.br
160592,Zeca Dirceu,PT,PR,dep.zecadirceu@camara.leg.br
220592,Zezinho Barbary,PP,AC,dep.zezinhobarbary@camara.leg.br
220552,Zucco,PL,RS,dep.zucco@camara.leg.br
