id,Tipo_despesa,Data,Fornecedor,Valor (R$),nome,partido,uf,email
160600,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-07-11,BROAD BRASIL LTDA,1050.0,Arthur Oliveira Maia,UNIÃO,BA,dep.arthuroliveiramaia@camara.leg.br
160600,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-13,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,467.35,Arthur Oliveira Maia,UNIÃO,BA,dep.arthuroliveiramaia@camara.leg.br
160600,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-11,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,497.32,Arthur Oliveira Maia,UNIÃO,BA,dep.arthuroliveiramaia@camara.leg.br
160600,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-10,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,494.7,Arthur Oliveira Maia,UNIÃO,BA,dep.arthuroliveiramaia@camara.leg.br
160600,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-12,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,465.24,Arthur Oliveira Maia,UNIÃO,BA,dep.arthuroliveiramaia@camara.leg.br
160600,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-07-11,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,376.74,Arthur Oliveira Maia,UNIÃO,BA,dep.arthuroliveiramaia@camara.leg.br
160600,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-01,DIRETIVA PAPELARIA LTDA,548.3,Arthur Oliveira Maia,UNIÃO,BA,dep.arthuroliveiramaia@camara.leg.br
160600,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-07-11,DIRETIVA PAPELARIA LTDA,432.6,Arthur Oliveira Maia,UNIÃO,BA,dep.arthuroliveiramaia@camara.leg.br
160600,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-22,J. CERQUEIRA E COMPANHIA,5752.98,Arthur Oliveira Maia,UNIÃO,BA,dep.arthuroliveiramaia@camara.leg.br
160600,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-21,J. CERQUEIRA E COMPANHIA,5752.98,Arthur Oliveira Maia,UNIÃO,BA,dep.arthuroliveiramaia@camara.leg.br
160600,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-07-18,J. CERQUEIRA E COMPANHIA,5752.98,Arthur Oliveira Maia,UNIÃO,BA,dep.arthuroliveiramaia@camara.leg.br
74090,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2024-08-09,Agencia Norte - AgNorte,2000.0,Átila Lins,PSD,AM,dep.atilalins@camara.leg.br
74090,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2024-03-04,Agencia Norte - AgNorte,2000.0,Átila Lins,PSD,AM,dep.atilalins@camara.leg.br
74090,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2024-04-02,Agencia Norte - AgNorte,2000.0,Átila Lins,PSD,AM,dep.atilalins@camara.leg.br
74090,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2024-04-30,Agencia Norte - AgNorte,2000.0,Átila Lins,PSD,AM,dep.atilalins@camara.leg.br
74090,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2024-06-05,Agencia Norte - AgNorte,2000.0,Átila Lins,PSD,AM,dep.atilalins@camara.leg.br
74090,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2024-07-02,Agencia Norte - AgNorte,2000.0,Átila Lins,PSD,AM,dep.atilalins@camara.leg.br
74090,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2024-03-01,N.C. DE SOUZA LTDA,5000.0,Átila Lins,PSD,AM,dep.atilalins@camara.leg.br
74090,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2024-04-03,N.C. DE SOUZA LTDA,5000.0,Átila Lins,PSD,AM,dep.atilalins@camara.leg.br
74090,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2024-06-03,N.C. DE SOUZA LTDA,5000.0,Átila Lins,PSD,AM,dep.atilalins@camara.leg.br
74090,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2024-07-02,N.C. DE SOUZA LTDA,5000.0,Átila Lins,PSD,AM,dep.atilalins@camara.leg.br
74090,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,2024-08-01,N.C. DE SOUZA LTDA,5000.0,Átila Lins,PSD,AM,dep.atilalins@camara.leg.br
74090,TELEFONIA,2024-04-08,Telefonica Brasil S.A,1218.2,Átila Lins,PSD,AM,dep.atilalins@camara.leg.br
74090,TELEFONIA,2024-04-08,Telefonica Brasil S.A,639.5,Átila Lins,PSD,AM,dep.atilalins@camara.leg.br
74090,TELEFONIA,2024-06-08,TELEFONICA BRASIL S.A.,1216.22,Átila Lins,PSD,AM,dep.atilalins@camara.leg.br
74090,TELEFONIA,2024-06-08,TELEFONICA BRASIL S.A.,646.62,Átila Lins,PSD,AM,dep.atilalins@camara.leg.br
123086,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-23,CONDOMÍNIO ÁLVARO PIRES,473.3,Átila Lira,PP,PI,dep.atilalira@camara.leg.br
123086,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-17,CONDOMÍNIO ÁLVARO PIRES,411.78,Átila Lira,PP,PI,dep.atilalira@camara.leg.br
123086,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-20,CONDOMÍNIO ÁLVARO PIRES,411.78,Átila Lira,PP,PI,dep.atilalira@camara.leg.br
123086,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-20,CONDOMÍNIO ÁLVARO PIRES,411.78,Átila Lira,PP,PI,dep.atilalira@camara.leg.br
123086,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-07-22,CONDOMÍNIO ÁLVARO PIRES,411.78,Átila Lira,PP,PI,dep.atilalira@camara.leg.br
123086,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-23,CONDOMÍNIO ÁLVARO PIRES,422.44,Átila Lira,PP,PI,dep.atilalira@camara.leg.br
123086,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-17,CONDOMÍNIO ÁLVARO PIRES,422.84,Átila Lira,PP,PI,dep.atilalira@camara.leg.br
123086,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-20,CONDOMÍNIO ÁLVARO PIRES,422.44,Átila Lira,PP,PI,dep.atilalira@camara.leg.br
123086,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-20,CONDOMÍNIO ÁLVARO PIRES,422.44,Átila Lira,PP,PI,dep.atilalira@camara.leg.br
123086,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-07-22,CONDOMÍNIO ÁLVARO PIRES,422.44,Átila Lira,PP,PI,dep.atilalira@camara.leg.br
123086,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-15,PARLANET WEB E TECNOLOGIA EIRELI,600.0,Átila Lira,PP,PI,dep.atilalira@camara.leg.br
123086,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-16,PARLANET WEB E TECNOLOGIA EIRELI,600.0,Átila Lira,PP,PI,dep.atilalira@camara.leg.br
123086,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-17,PARLANET WEB E TECNOLOGIA EIRELI,600.0,Átila Lira,PP,PI,dep.atilalira@camara.leg.br
123086,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-07-17,PARLANET WEB E TECNOLOGIA EIRELI,600.0,Átila Lira,PP,PI,dep.atilalira@camara.leg.br
123086,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-14,PARLANET WEB E TECNOLOGIA EIRELI.,600.0,Átila Lira,PP,PI,dep.atilalira@camara.leg.br
160665,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-19,BROAD BRASIL LTDA,850.0,Augusto Coutinho,REPUBLICANOS,PE,dep.augustocoutinho@camara.leg.br
160665,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-19,BROAD BRASIL LTDA,850.0,Augusto Coutinho,REPUBLICANOS,PE,dep.augustocoutinho@camara.leg.br
160665,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-22,BROAD BRASIL LTDA,850.0,Augusto Coutinho,REPUBLICANOS,PE,dep.augustocoutinho@camara.leg.br
160665,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-24,BROAD BRASIL LTDA,850.0,Augusto Coutinho,REPUBLICANOS,PE,dep.augustocoutinho@camara.leg.br
160665,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-07-11,BROAD BRASIL LTDA,850.0,Augusto Coutinho,REPUBLICANOS,PE,dep.augustocoutinho@camara.leg.br
160665,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-08,Companhia Energética de Pernambuco,249.72,Augusto Coutinho,REPUBLICANOS,PE,dep.augustocoutinho@camara.leg.br
160665,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-08,Companhia Energética de Pernambuco,963.52,Augusto Coutinho,REPUBLICANOS,PE,dep.augustocoutinho@camara.leg.br
160665,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-08,Companhia Energética de Pernambuco,799.58,Augusto Coutinho,REPUBLICANOS,PE,dep.augustocoutinho@camara.leg.br
160665,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-08,Companhia Energética de Pernambuco,1082.99,Augusto Coutinho,REPUBLICANOS,PE,dep.augustocoutinho@camara.leg.br
160665,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-08,Companhia Energética de Pernambuco,265.72,Augusto Coutinho,REPUBLICANOS,PE,dep.augustocoutinho@camara.leg.br
160665,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-08,Companhia Energética de Pernambuco,926.25,Augusto Coutinho,REPUBLICANOS,PE,dep.augustocoutinho@camara.leg.br
160665,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-07,Companhia Energética de Pernambuco,1132.79,Augusto Coutinho,REPUBLICANOS,PE,dep.augustocoutinho@camara.leg.br
160665,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-07,Companhia Energética de Pernambuco,323.79,Augusto Coutinho,REPUBLICANOS,PE,dep.augustocoutinho@camara.leg.br
160665,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-07,Companhia Energética de Pernambuco,904.53,Augusto Coutinho,REPUBLICANOS,PE,dep.augustocoutinho@camara.leg.br
160665,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-06,Companhia Energética de Pernambuco,163.87,Augusto Coutinho,REPUBLICANOS,PE,dep.augustocoutinho@camara.leg.br
220577,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-21,DARKLE R ARAUJO ME,239.8,Augusto Puppio,MDB,AP,dep.augustopuppio@camara.leg.br
220577,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-19,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA,4590.7,Augusto Puppio,MDB,AP,dep.augustopuppio@camara.leg.br
220577,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-02-29,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,454.0,Augusto Puppio,MDB,AP,dep.augustopuppio@camara.leg.br
220577,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-16,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,392.2,Augusto Puppio,MDB,AP,dep.augustopuppio@camara.leg.br
220577,COMBUSTÍVEIS E LUBRIFICANTES.,2024-03-05,031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,200.0,Augusto Puppio,MDB,AP,dep.augustopuppio@camara.leg.br
220577,COMBUSTÍVEIS E LUBRIFICANTES.,2024-06-10,031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,400.0,Augusto Puppio,MDB,AP,dep.augustopuppio@camara.leg.br
220577,COMBUSTÍVEIS E LUBRIFICANTES.,2024-04-08,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,200.0,Augusto Puppio,MDB,AP,dep.augustopuppio@camara.leg.br
220577,COMBUSTÍVEIS E LUBRIFICANTES.,2024-03-10,AEROPOSTO COMBUSTIVEIS AUTOMOTIVOS LTDA,300.0,Augusto Puppio,MDB,AP,dep.augustopuppio@camara.leg.br
220577,COMBUSTÍVEIS E LUBRIFICANTES.,2024-06-04,AUTO POSTO AEROPORTO LTDA,400.0,Augusto Puppio,MDB,AP,dep.augustopuppio@camara.leg.br
220577,COMBUSTÍVEIS E LUBRIFICANTES.,2024-03-06,AUTO POSTO AMAZONAS STN LTDA,200.0,Augusto Puppio,MDB,AP,dep.augustopuppio@camara.leg.br
220577,COMBUSTÍVEIS E LUBRIFICANTES.,2024-04-05,AUTO POSTO AMAZONAS STN LTDA,200.0,Augusto Puppio,MDB,AP,dep.augustopuppio@camara.leg.br
220577,COMBUSTÍVEIS E LUBRIFICANTES.,2024-05-13,AUTO POSTO AMAZONAS STN LTDA,200.0,Augusto Puppio,MDB,AP,dep.augustopuppio@camara.leg.br
220577,COMBUSTÍVEIS E LUBRIFICANTES.,2024-07-04,AUTO POSTO JK LTDA,400.0,Augusto Puppio,MDB,AP,dep.augustopuppio@camara.leg.br
220577,COMBUSTÍVEIS E LUBRIFICANTES.,2024-03-08,FORTE PETROLEO LTDA,200.0,Augusto Puppio,MDB,AP,dep.augustopuppio@camara.leg.br
220577,COMBUSTÍVEIS E LUBRIFICANTES.,2024-04-02,J C S FARIAS ME,200.0,Augusto Puppio,MDB,AP,dep.augustopuppio@camara.leg.br
160512,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-19,BROAD BRASIL LTDA,850.0,Aureo Ribeiro,SOLIDARIEDADE,RJ,dep.aureoribeiro@camara.leg.br
160512,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-19,BROAD BRASIL LTDA,850.0,Aureo Ribeiro,SOLIDARIEDADE,RJ,dep.aureoribeiro@camara.leg.br
160512,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-22,BROAD BRASIL LTDA,850.0,Aureo Ribeiro,SOLIDARIEDADE,RJ,dep.aureoribeiro@camara.leg.br
160512,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-24,BROAD BRASIL LTDA,850.0,Aureo Ribeiro,SOLIDARIEDADE,RJ,dep.aureoribeiro@camara.leg.br
160512,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-01,Conde & Dell Aringa - Des de Softwares,300.0,Aureo Ribeiro,SOLIDARIEDADE,RJ,dep.aureoribeiro@camara.leg.br
160512,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-01,Conde & Dell Aringa - Des de Softwares,300.0,Aureo Ribeiro,SOLIDARIEDADE,RJ,dep.aureoribeiro@camara.leg.br
160512,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-03,Conde & Dell Aringa - Des de Softwares,300.0,Aureo Ribeiro,SOLIDARIEDADE,RJ,dep.aureoribeiro@camara.leg.br
160512,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-03,Conde & Dell Aringa - Des de Softwares,300.0,Aureo Ribeiro,SOLIDARIEDADE,RJ,dep.aureoribeiro@camara.leg.br
160512,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-07-01,Conde & Dell Aringa - Des de Softwares,300.0,Aureo Ribeiro,SOLIDARIEDADE,RJ,dep.aureoribeiro@camara.leg.br
160512,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-08-01,Conde & Dell Aringa - Des de Softwares,300.0,Aureo Ribeiro,SOLIDARIEDADE,RJ,dep.aureoribeiro@camara.leg.br
160512,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-08,NELSON LOPES RIBEIRO,1816.0,Aureo Ribeiro,SOLIDARIEDADE,RJ,dep.aureoribeiro@camara.leg.br
160512,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-06,NELSON LOPES RIBEIRO,1816.0,Aureo Ribeiro,SOLIDARIEDADE,RJ,dep.aureoribeiro@camara.leg.br
160512,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-07,NELSON LOPES RIBEIRO,1871.6,Aureo Ribeiro,SOLIDARIEDADE,RJ,dep.aureoribeiro@camara.leg.br
160512,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-02,NELSON LOPES RIBEIRO,1841.0,Aureo Ribeiro,SOLIDARIEDADE,RJ,dep.aureoribeiro@camara.leg.br
160512,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-20,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,445.5,Aureo Ribeiro,SOLIDARIEDADE,RJ,dep.aureoribeiro@camara.leg.br
69871,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-07-18,AFRANIO CEZAR OLIVA DE MATTOS FILHO,9124.9,Bacelar,PV,BA,dep.bacelar@camara.leg.br
69871,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-20,BROAD BRASIL LTDA,850.0,Bacelar,PV,BA,dep.bacelar@camara.leg.br
69871,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-19,BROAD BRASIL LTDA,850.0,Bacelar,PV,BA,dep.bacelar@camara.leg.br
69871,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-22,BROAD BRASIL LTDA,850.0,Bacelar,PV,BA,dep.bacelar@camara.leg.br
69871,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-24,BROAD BRASIL LTDA,850.0,Bacelar,PV,BA,dep.bacelar@camara.leg.br
69871,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-24,Manoel Cassio de Souza Guedes,306.8,Bacelar,PV,BA,dep.bacelar@camara.leg.br
69871,COMBUSTÍVEIS E LUBRIFICANTES.,2024-04-15,031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,225.74,Bacelar,PV,BA,dep.bacelar@camara.leg.br
69871,COMBUSTÍVEIS E LUBRIFICANTES.,2024-05-27,031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,237.35,Bacelar,PV,BA,dep.bacelar@camara.leg.br
69871,COMBUSTÍVEIS E LUBRIFICANTES.,2024-06-29,031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,150.0,Bacelar,PV,BA,dep.bacelar@camara.leg.br
69871,COMBUSTÍVEIS E LUBRIFICANTES.,2024-03-20,AUTO POSTO 303 NORTE LTDA,204.82,Bacelar,PV,BA,dep.bacelar@camara.leg.br
69871,COMBUSTÍVEIS E LUBRIFICANTES.,2024-06-11,AUTO POSTO 303 NORTE LTDA,219.34,Bacelar,PV,BA,dep.bacelar@camara.leg.br
69871,COMBUSTÍVEIS E LUBRIFICANTES.,2024-05-21,AUTO POSTO 303 NORTE LTDA,205.22,Bacelar,PV,BA,dep.bacelar@camara.leg.br
69871,COMBUSTÍVEIS E LUBRIFICANTES.,2024-07-03,AUTO POSTO 303 NORTE LTDA,227.1,Bacelar,PV,BA,dep.bacelar@camara.leg.br
69871,COMBUSTÍVEIS E LUBRIFICANTES.,2024-04-03,AUTO POSTO 303 NORTE LTDA,200.0,Bacelar,PV,BA,dep.bacelar@camara.leg.br
69871,COMBUSTÍVEIS E LUBRIFICANTES.,2024-03-01,AUTO POSTO VELA BRANCA LTDA,298.66,Bacelar,PV,BA,dep.bacelar@camara.leg.br
178975,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-18,ALCANS TELECOM LTDA,169.12,Baleia Rossi,MDB,SP,dep.baleiarossi@camara.leg.br
178975,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-17,ALCANS TELECOM LTDA,169.12,Baleia Rossi,MDB,SP,dep.baleiarossi@camara.leg.br
178975,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-14,ALCANS TELECOM LTDA,169.12,Baleia Rossi,MDB,SP,dep.baleiarossi@camara.leg.br
178975,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-07-10,ALCANS TELECOM LTDA,169.12,Baleia Rossi,MDB,SP,dep.baleiarossi@camara.leg.br
178975,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-18,ALCANS TELECOM LTDA,169.12,Baleia Rossi,MDB,SP,dep.baleiarossi@camara.leg.br
178975,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-06,Alves & Santos Com. de Equip. de Inf. Ltda,300.0,Baleia Rossi,MDB,SP,dep.baleiarossi@camara.leg.br
178975,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-26,CLARO NXT TELECOMUNICAÇÕES S.A,115.39,Baleia Rossi,MDB,SP,dep.baleiarossi@camara.leg.br
178975,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-28,CLARO NXT TELECOMUNICAÇÕES S.A,115.39,Baleia Rossi,MDB,SP,dep.baleiarossi@camara.leg.br
178975,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-27,CLARO NXT TELECOMUNICAÇÕES S.A,125.75,Baleia Rossi,MDB,SP,dep.baleiarossi@camara.leg.br
178975,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-27,CLARO NXT TELECOMUNICAÇÕES S.A.,115.39,Baleia Rossi,MDB,SP,dep.baleiarossi@camara.leg.br
178975,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-01,Conde & Dell Aringa - Des de Softwares,508.0,Baleia Rossi,MDB,SP,dep.baleiarossi@camara.leg.br
178975,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-01,Conde & Dell Aringa - Des de Softwares,508.0,Baleia Rossi,MDB,SP,dep.baleiarossi@camara.leg.br
178975,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-06-03,Conde & Dell Aringa - Des de Softwares,508.0,Baleia Rossi,MDB,SP,dep.baleiarossi@camara.leg.br
178975,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-08-01,Conde & Dell Aringa - Des de Softwares,508.0,Baleia Rossi,MDB,SP,dep.baleiarossi@camara.leg.br
178975,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-18,CPFL energia,1440.01,Baleia Rossi,MDB,SP,dep.baleiarossi@camara.leg.br
220605,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-08-07,ABADE PRODUTOS E SERVICOS DE INFORMATICA LTDA,500.0,Bandeira de Mello,PSB,RJ,dep.bandeirademello@camara.leg.br
220605,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-01,HYPERCOMPUTER COMÉRCIO E SERV. DE INFORMÁTICA LTDA,1931.0,Bandeira de Mello,PSB,RJ,dep.bandeirademello@camara.leg.br
220605,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-14,HYPERCOMPUTER COMÉRCIO E SERV. DE INFORMÁTICA LTDA,517.0,Bandeira de Mello,PSB,RJ,dep.bandeirademello@camara.leg.br
220605,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-03-20,HYPERCOMPUTER COMÉRCIO E SERV. DE INFORMÁTICA LTDA,350.0,Bandeira de Mello,PSB,RJ,dep.bandeirademello@camara.leg.br
220605,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-16,HYPERCOMPUTER COMÉRCIO E SERV. DE INFORMÁTICA LTDA,350.0,Bandeira de Mello,PSB,RJ,dep.bandeirademello@camara.leg.br
220605,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-04-16,HYPERCOMPUTER COMÉRCIO E SERV. DE INFORMÁTICA LTDA,517.0,Bandeira de Mello,PSB,RJ,dep.bandeirademello@camara.leg.br
220605,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-14,HYPERCOMPUTER COMÉRCIO E SERV. DE INFORMÁTICA LTDA,517.0,Bandeira de Mello,PSB,RJ,dep.bandeirademello@camara.leg.br
220605,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,2024-05-14,HYPERCOMPUTER COMÉRCIO E SERV. DE INFORMÁTICA LTDA,350.0,Bandeira de Mello,PSB,RJ,dep.bandeirademello@camara.leg.br
